book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q326914,The Adventures of Tom Sawyer,Mark Twain,1981,272,759061,83,3.91,"An adventure story for children, <i>The Adventures of Tom Sawyer</i> is a fun-filled book that shows life along the Mississippi River in the 1840s. Written by Mark Twain, the book shows masterfully-done satire, racism, childhood, and the importance of loyalty and courage- no matter the cost."
Q3271213,"Léon Morin, prêtre",Béatrix Beck,1972,214,51,3,3.55,
Q3273493,My Cousin Rachel,Daphne du Maurier,1951,348,37702,652,3.96,A ³thumping good read² from a 20th-century master.
Q3274167,Notes on a Scandal,Zoë Heller,2004,244,18844,149,3.71,"A lonely schoolteacher reveals more than she intends when she records the story of her best friend’s affair with a pupil in this sly, insightful novel<br /><br />Schoolteacher Barbara Covett has led a solitary existence; aside from her cat, Portia, she has few friends and no intimates. When Sheba Hart joins St. George’s as the new art teacher, Barbara senses the possibility of a new friendship. It begins with lunches and continues with regular invitations to meals with Sheba’s seemingly close-knit family. But as Barbara and Sheba’s relationship develops, another does as well: Sheba has begun a passionate affair with an underage male student. When it comes to light and Sheba falls prey to the inevitable media circus, Barbara decides to write an account in her friend’s defense—an account that reveals not only Sheba’s secrets but her own.<br /><br />What Was She Thinking? is a story of repression and passion, envy and complacence, friendship and loneliness. A complex psychological portrait framed as a wicked satire, it is by turns funny, poignant, and sinister. With it, Zoë Heller surpasses the promise of her critically acclaimed first novel, Everything You Know."
Q3274195,The Naked Face,Sidney Sheldon,1985,299,17281,23,3.53,"Judd Stevens is a psychoanalyst faced with the most critical case of his life.<br /><br />If he does not penetrate the mind of a murderer he will find himself arrested for murder or murdered himself...<br /><br />Two people closely involved with Dr. Stevens have already been killed. Is one of the doctor's patients responsible? Someone overwhelmed by his problems? A neurotic driven by compulsion? A madman? Before the murderer strikes again, Judd must strip away the mask of innocence the criminal wears, uncover the inner emotions, fears, and desires, to expose..."
Q3275960,Mademoiselle de Maupin,Théophile Gautier,1973,363,1001,69,3.93,"«Je me suis épris d'une beauté en pourpoint et en bottes, d'une fière Bradamante qui dédaigne les habits de son sexe, et qui vous laisse par moments flotter dans les plus inquiétantes perplexités ; - ses traits et son corps sont bien des traits et un corps de femme, mais son esprit est incontestablement celui d'un homme. Ma maîtresse est de première force à l'épée, et en remontrerait au prévôt de salles le plus expérimenté ; elle a eu je ne sais combien de duels, et tué ou blessé trois ou quatre personnes... : - singulières qualités pour une maîtresse ! il n'y a qu'à moi que ces choses-là arrivent.»"
Q3276113,Marathon Man,William Goldman,1975,291,19237,31,4.12,"Tom ""Babe"" Levy is a runner in every sense: racing tirelessly toward his goals of athletic and academic excellence--and endlessly away from the specter of his famous father's scandal-driven suicide. But an unexpected visit from his beloved older brother will set in motion a chain of events that plunge Babe into a vortex of terror, treachery, and murder--and force him into a race for his life . . . and for the answer to the fateful question, ""Is it safe?"""
Q3277180,Bhowani Junction,John Masters,2001,416,354,29,3.86,"First published in 1954 in the wake of the partition of India, John Masters' great novel Bhowani Junction has increased in stature over the years. Standing between E.M. Forster's A Passage to India and the acclaimed works of later writers such as Paul Scott and Salman Rushdie, Bhowani Junction is both a richly intriguing novel and a superb evocation of the tensions and conflicts at the birth of modern India.<br />It is one of John Masters' seven novels which followed several generations of the Savage family serving in the British Army in India.<br />Bhowani Junction is set in the wake of the partition of India, as the British prepare to withdraw from the newly independent country. Evoking the tensions and conflicts that accompanied the birth of modern India, the characters struggle to find their place in the new India that is emerging. In the last hectic days of the British Raj, Victoria has to choose between marrying a British Army officer or a Sikh, Ranjit, as she struggles to find her place in the new, independent India.<br />It is Masters' most famous novel, and was made into a film in 1956, starring Ava Gardener and Stewart Granger.<br /><br />John Masters evokes the tensions and conflicts that accompanied the birth of modern India in his classic novel Bhowani Junction. Set in the late 1940's in the wake of partition it has become one of the great novels of India, alongside E.M. Forster's A Passage to India and the work of Paul Scott and Salman Rushdie. In the last hectic days of the British Raj, as the British prepare to withdraw from India, Victoria has to choose between marrying a British Army officer or a Sikh, Ranjit, as she struggles to find her place in the new India that is emerging."
Q3278431,The Manchurian Candidate,Richard Condon,1988,311,22764,306,4.09,"Condon's Cold War espionage classic, first adapted to film in 1962, is updated for a new motion picture from Paramount Pictures directed by Jonathan Demme (Philadelphia) and starring Academy Award( winners Denzel Washington and Meryl Streep. Original."
Q3280221,"The Bomber (Annika Bengtzon, #4)",Liza Marklund,2001,416,3620,17,3.44,"The sensational and utterly unforgettable thriller that exposes the soul of a culture...the heart of a people...and the mind of a killer.The BomberA bomb has destroyed Stockholm's new Olympic arena just months before the Summer Games. And it has blown someone to pieces. Will the person responsible become Annika Bentzon's biggest story -- or the final nail in her coffin?As the only femal editor at a Swedish tabloid, Annika is fighting for respect. Increasingly consumed by her job, she may even loose her family in the process. Now, she has a hunch -- and a secret source -- telling her that the blast was something other than terrorism. It was personal. And Annika knows that f she closes in on the truth, she will likely end up on the Bomber's list of victims.Liza Marklind's extraordinary writing, bone-chilling plot, and irresistible heroine have created an international phenomenon in this electrifying bestseller."
Q328061,Maigret at the Crossroads  (Maigret #7),Georges Simenon,1984,320,1531,0,3.71,
Q3281349,Rum Punch,Elmore Leonard,1992,304,8799,287,3.9,"“Powerful…clever…astonishing…a delicious read.”<br />—<i>Detroit Free Press</i><br /><br /><i>Rum Punch</i> is classic Elmore Leonard—the electrifying thriller that served as the basis for the acclaimed film <i>Jackie Brown</i> by director Quentin Tarantino, starring Pam Grier, Robert DeNiro, and Samuel L. Jackson. Leonard’s story of a not-altogether-blameless flight attendant on the run from her vicious gun-running sometime employer who sees her as a troublesome loose end, <i>Rum Punch</i> is “the King Daddy of crime writers” (<i>Seattle Times</i>) at his sharpest and most ingeniously entertaining. In fact, <i>People</i> magazine calls it, “Leonard’s best work. He brilliantly reaffirms his right to the title of America’s finest crime fiction writer.” Enjoy this sensational noir winner from the creator of the character of U.S. Marshal Raylan Givens, lately of TV’s hit series <i>Justified</i>, and see why the great Elmore Leonard stands tall in the company of America’s most legendary crime fiction masters: John D. MacDonald, Dashiell Hammett, James M. Cain, et al."
Q3283839,Thank You for Smoking,Christopher Buckley,1994,272,11289,566,3.93,"<b>“The perfect antidote to the 1990s. Buy yourself a pack of Camels, a cocktail shaker, and a nine-millimeter assault weapon. Read this. Then laugh.”<br />—P.J. O'Rourke</b><br /><br />The hero of Christopher Buckley's wickedly funny novel is Nick Naylor, chief spokesman for the Academy of Tobacco Studies. Nick likes his job. In the neo-puritanical nineties, it is a challenge to defend the rights of smokers and a privilege to promote their liberty. Sure, it hurts a little when you're compared to Nazi war criminals, but Nick says he's just doing what it takes to pay the mortgage and put his son through Washington's elite private school St. Euchanasius. (His critics call this the yuppie Nuremberg defense: “I was only paying ze mortgage!”)<br /><br />Nick can handle the pressure from the anti-smoking zealots, but he is less certain about his new boss, BR, who questions whether Nick seeks inspiration and solace from two sympathetic souls who work for the firearms and alcohol lobbies. They call themselves the Merchants of Death. Together, they bemoan the plight of the sin lobbyist and argue over who has the most deadly job.<br /><br />Under pressure to produce results, Nick goes on a PR offensive, turning appearances on <i>Oprah</i> and <i>Larry King Live</i> into national events. But Nick's heightened notoriety makes him a target for someone who wants to prove just how hazardous smoking can be. If Nick isn't careful, he's going to be stubbed out.<br /><br />Christopher Buckley is a master of political and social satire. His novel will cause wheezing fits of laughter."
